resultId,raceId,driverId,constructorId,grid,position,positionText,positionOrder,points,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,constructorRef,constructor_name,constructor_nationality,driverRef,code,forename,surname,dob,driver_nationality,driver_name
4393,224,30,6,4,\N,R,13,0.0,\N,\N,\N,\N,23,ferrari,Ferrari,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
4395,224,22,17,8,\N,R,15,0.0,\N,\N,\N,\N,5,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
4396,224,14,1,13,\N,R,16,0.0,\N,\N,\N,\N,37,mclaren,McLaren,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
4405,225,30,6,4,3,3,3,4.0,\N,\N,\N,\N,11,ferrari,Ferrari,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
4415,225,22,17,2,\N,R,13,0.0,\N,\N,\N,\N,20,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
4417,225,14,1,14,\N,R,15,0.0,\N,\N,\N,\N,20,mclaren,McLaren,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
4428,226,22,17,6,4,4,4,3.0,\N,\N,\N,\N,1,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
4431,226,14,1,9,7,7,7,0.0,\N,\N,\N,\N,1,mclaren,McLaren,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
4436,226,30,6,2,\N,R,12,0.0,\N,\N,\N,\N,41,ferrari,Ferrari,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
4448,227,30,6,3,2,2,2,6.0,\N,\N,\N,\N,1,ferrari,Ferrari,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
4449,227,14,1,6,3,3,3,4.0,\N,\N,\N,\N,1,mclaren,McLaren,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
4451,227,22,17,5,5,5,5,2.0,\N,\N,\N,\N,1,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
4470,228,30,6,1,2,2,2,6.0,\N,\N,\N,\N,1,ferrari,Ferrari,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
4473,228,22,17,9,5,5,5,2.0,\N,\N,\N,\N,1,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
4482,228,14,1,4,\N,R,14,0.0,\N,\N,\N,\N,9,mclaren,McLaren,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
4492,229,14,1,5,2,2,2,6.0,\N,\N,\N,\N,1,mclaren,McLaren,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
4507,229,30,6,1,\N,R,17,0.0,\N,\N,\N,\N,20,ferrari,Ferrari,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
4508,229,22,17,6,\N,R,18,0.0,\N,\N,\N,\N,20,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
4513,230,30,6,3,1,1,1,10.0,\N,\N,\N,\N,1,ferrari,Ferrari,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
4520,230,22,17,7,\N,R,8,0.0,\N,\N,\N,\N,24,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
4530,230,14,1,14,\N,R,18,0.0,\N,\N,\N,\N,4,mclaren,McLaren,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
4538,231,14,1,10,4,4,4,3.0,\N,\N,\N,\N,1,mclaren,McLaren,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
4546,231,30,6,3,\N,R,12,0.0,\N,\N,\N,\N,86,ferrari,Ferrari,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
4550,231,22,17,8,\N,R,16,0.0,\N,\N,\N,\N,8,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
4562,232,14,1,7,6,6,6,1.0,\N,\N,\N,\N,11,mclaren,McLaren,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
4565,232,22,17,10,9,9,9,0.0,\N,\N,\N,\N,11,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
4578,232,30,6,1,\N,W,22,0.0,\N,\N,\N,\N,5,ferrari,Ferrari,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
4582,233,22,17,6,4,4,4,3.0,\N,\N,\N,\N,1,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
4583,233,14,1,9,5,5,5,2.0,\N,\N,\N,\N,1,mclaren,McLaren,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
4598,233,30,6,3,\N,R,20,0.0,\N,\N,\N,\N,9,ferrari,Ferrari,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
4604,234,30,6,3,4,4,4,3.0,\N,\N,\N,\N,1,ferrari,Ferrari,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
4605,234,14,1,7,5,5,5,2.0,\N,\N,\N,\N,1,mclaren,McLaren,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
4606,234,22,17,9,6,6,6,1.0,\N,\N,\N,\N,1,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
4626,235,22,17,13,6,6,6,1.0,\N,\N,\N,\N,12,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
4629,235,30,6,1,9,9,9,0.0,\N,\N,\N,\N,37,ferrari,Ferrari,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
4636,235,14,1,9,\N,R,16,0.0,\N,\N,\N,\N,5,mclaren,McLaren,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
4641,236,30,6,3,1,1,1,10.0,\N,\N,\N,\N,1,ferrari,Ferrari,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
4651,236,14,1,4,\N,R,11,0.0,\N,\N,\N,\N,20,mclaren,McLaren,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
4654,236,22,17,10,\N,R,14,0.0,\N,\N,\N,\N,22,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
4661,237,30,6,3,1,1,1,10.0,\N,\N,\N,\N,1,ferrari,Ferrari,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
4665,237,22,17,10,5,5,5,2.0,\N,\N,\N,\N,1,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
4680,237,14,1,5,\N,R,20,0.0,\N,\N,\N,\N,20,mclaren,McLaren,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
4683,238,30,6,4,3,3,3,4.0,\N,\N,\N,\N,1,ferrari,Ferrari,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
4693,238,14,1,8,13,13,13,0.0,\N,\N,\N,\N,12,mclaren,McLaren,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
4700,238,22,17,9,\N,R,20,0.0,\N,\N,\N,\N,20,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
4702,239,30,6,3,2,2,2,6.0,\N,\N,\N,\N,1,ferrari,Ferrari,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
4708,239,14,1,8,8,8,8,0.0,\N,\N,\N,\N,1,mclaren,McLaren,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
4709,239,22,17,11,9,9,9,0.0,\N,\N,\N,\N,1,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
4721,240,30,22,2,1,1,1,10.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
4722,240,14,3,3,2,2,2,6.0,\N,\N,\N,\N,1,williams,Williams,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
4739,240,22,17,16,\N,R,19,0.0,\N,\N,\N,\N,6,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
4749,241,30,22,3,3,3,3,4.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
4763,241,22,17,10,\N,R,17,0.0,\N,\N,\N,\N,51,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
4765,241,14,3,1,\N,R,19,0.0,\N,\N,\N,\N,10,williams,Williams,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
4776,242,14,3,3,4,4,4,3.0,\N,\N,\N,\N,1,williams,Williams,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
4782,242,95,1,9,10,10,10,0.0,\N,\N,\N,\N,12,mclaren,McLaren,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
4792,242,22,17,10,\N,R,20,0.0,\N,\N,\N,\N,7,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
4798,242,30,22,1,\N,R,26,0.0,\N,\N,\N,\N,20,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
4799,243,30,22,1,1,1,1,10.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
4805,243,22,17,8,7,7,7,0.0,\N,\N,\N,\N,11,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
4815,243,14,3,4,\N,R,17,0.0,\N,\N,\N,\N,6,williams,Williams,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
4822,243,95,1,10,\N,R,24,0.0,\N,\N,\N,\N,64,mclaren,McLaren,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
4825,244,30,22,2,1,1,1,10.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
4838,244,22,17,11,\N,R,14,0.0,\N,\N,\N,\N,37,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
4846,244,14,3,3,\N,R,22,0.0,\N,\N,\N,\N,6,williams,Williams,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
4852,245,22,17,9,2,2,2,6.0,\N,\N,\N,\N,1,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
4855,245,30,22,1,5,5,5,2.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
4872,245,14,3,3,\N,R,22,0.0,\N,\N,\N,\N,20,williams,Williams,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
4875,246,30,22,2,1,1,1,10.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
4877,246,14,3,3,3,3,3,4.0,\N,\N,\N,\N,1,williams,Williams,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
4880,246,22,17,5,6,6,6,1.0,\N,\N,\N,\N,11,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
4901,247,14,3,3,3,3,3,4.0,\N,\N,\N,\N,1,williams,Williams,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
4909,247,22,17,9,11,11,11,0.0,\N,\N,\N,\N,4,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
4912,247,30,22,2,\N,R,14,0.0,\N,\N,\N,\N,4,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
4923,248,30,22,2,1,1,1,10.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
4924,248,14,3,3,2,2,2,6.0,\N,\N,\N,\N,1,williams,Williams,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
4937,248,22,17,5,\N,R,15,0.0,\N,\N,\N,\N,5,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
4948,249,14,3,2,2,2,2,6.0,\N,\N,\N,\N,1,williams,Williams,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
4953,249,22,17,14,7,7,7,0.0,\N,\N,\N,\N,11,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
4957,249,30,22,3,11,11,11,0.0,\N,\N,\N,\N,5,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
4971,250,30,22,16,1,1,1,10.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
4976,250,22,17,12,6,6,6,1.0,\N,\N,\N,\N,1,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
4992,250,14,3,5,\N,R,22,0.0,\N,\N,\N,\N,6,williams,Williams,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
5006,251,22,17,6,\N,R,12,0.0,\N,\N,\N,\N,8,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
5010,251,30,22,2,\N,R,16,0.0,\N,\N,\N,\N,4,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
5013,251,14,3,1,\N,R,19,0.0,\N,\N,\N,\N,20,williams,Williams,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
5019,252,14,3,1,1,1,1,10.0,\N,\N,\N,\N,1,williams,Williams,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
5020,252,30,22,3,2,2,2,6.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
5029,252,22,17,8,11,11,11,0.0,\N,\N,\N,\N,11,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
5043,253,30,22,3,1,1,1,10.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
5045,253,14,3,1,3,3,3,4.0,\N,\N,\N,\N,1,williams,Williams,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
5046,253,22,17,11,4,4,4,3.0,\N,\N,\N,\N,11,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
5067,254,30,22,3,1,1,1,10.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
5068,254,14,3,1,2,2,2,6.0,\N,\N,\N,\N,1,williams,Williams,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
5084,254,22,17,11,\N,R,18,0.0,\N,\N,\N,\N,10,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
5091,255,30,22,1,1,1,1,10.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
5104,255,14,3,6,\N,R,14,0.0,\N,\N,\N,\N,20,williams,Williams,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
5109,255,22,17,10,\N,R,19,0.0,\N,\N,\N,\N,20,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
5129,256,30,22,3,\N,R,15,0.0,\N,\N,\N,\N,4,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
5132,256,22,17,7,\N,R,18,0.0,\N,\N,\N,\N,20,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
5133,256,14,3,2,\N,R,19,0.0,\N,\N,\N,\N,3,williams,Williams,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
5139,257,30,22,2,1,1,1,10.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
5142,257,22,17,14,4,4,4,3.0,\N,\N,\N,\N,11,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
5151,257,102,3,1,\N,R,13,0.0,\N,\N,\N,\N,20,williams,Williams,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
5167,258,30,22,2,1,1,1,10.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
5169,258,22,17,8,3,3,3,4.0,\N,\N,\N,\N,11,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
5190,258,102,3,1,\N,R,24,0.0,\N,\N,\N,\N,4,williams,Williams,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
5195,259,30,22,2,1,1,1,10.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
5216,259,102,3,1,\N,R,22,0.0,\N,\N,\N,\N,3,williams,Williams,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
5221,259,22,17,0,\N,F,27,0.0,\N,\N,\N,\N,82,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
5223,260,30,22,1,1,1,1,10.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
5242,260,22,17,15,\N,R,20,0.0,\N,\N,\N,\N,10,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
5250,261,30,22,1,2,2,2,6.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
5263,261,22,17,5,\N,R,15,0.0,\N,\N,\N,\N,20,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
5265,261,14,3,9,\N,R,17,0.0,\N,\N,\N,\N,10,williams,Williams,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
5276,262,30,22,1,1,1,1,10.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
5280,262,14,3,5,5,5,5,2.0,\N,\N,\N,\N,11,williams,Williams,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
5282,262,22,17,6,7,7,7,0.0,\N,\N,\N,\N,11,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
5303,263,30,22,3,1,1,1,10.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
5316,263,95,3,2,\N,R,14,0.0,\N,\N,\N,\N,6,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
5318,263,22,17,7,\N,R,16,0.0,\N,\N,\N,\N,4,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
5334,264,22,17,6,4,4,4,3.0,\N,\N,\N,\N,1,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
5335,264,14,3,7,5,5,5,2.0,\N,\N,\N,\N,11,williams,Williams,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
5347,264,30,22,2,\N,D,17,0.0,\N,\N,\N,\N,2,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
5369,265,30,22,4,\N,R,11,0.0,\N,\N,\N,\N,5,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
5371,265,14,3,6,\N,R,13,0.0,\N,\N,\N,\N,10,williams,Williams,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
5379,265,22,17,11,\N,R,21,0.0,\N,\N,\N,\N,4,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
5387,266,30,22,1,1,1,1,10.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
5401,266,14,3,3,\N,R,15,0.0,\N,\N,\N,\N,20,williams,Williams,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
5412,266,22,17,10,\N,R,26,0.0,\N,\N,\N,\N,4,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
5418,267,14,3,7,4,4,4,3.0,\N,\N,\N,\N,1,williams,Williams,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
5428,267,30,22,2,\N,D,14,0.0,\N,\N,\N,\N,2,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
5433,267,22,17,1,\N,R,19,0.0,\N,\N,\N,\N,20,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
5446,268,22,17,16,4,4,4,3.0,\N,\N,\N,\N,1,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
5448,268,14,3,5,6,6,6,1.0,\N,\N,\N,\N,60,williams,Williams,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
5472,269,14,3,3,2,2,2,6.0,\N,\N,\N,\N,1,williams,Williams,British,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
5474,269,22,17,8,4,4,4,3.0,\N,\N,\N,\N,1,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
5499,270,30,22,1,1,1,1,10.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
5510,270,22,17,5,12,12,12,0.0,\N,\N,\N,\N,11,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
5518,270,95,3,3,\N,R,20,0.0,\N,\N,\N,\N,20,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
5528,271,30,22,1,2,2,2,6.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
5530,271,95,3,4,4,4,4,3.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
5541,271,22,17,10,\N,R,15,0.0,\N,\N,\N,\N,6,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
5555,272,95,3,1,1,1,1,10.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
5558,272,22,17,5,4,4,4,3.0,\N,\N,\N,\N,1,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
5574,272,30,22,2,\N,R,20,0.0,\N,\N,\N,\N,4,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
5583,273,117,3,1,1,1,1,10.0,\N,\N,\N,\N,1,williams,Williams,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
5584,273,102,1,2,2,2,2,6.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
5594,273,30,22,3,\N,R,12,0.0,\N,\N,\N,\N,20,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
5597,273,22,17,14,\N,R,15,0.0,\N,\N,\N,\N,6,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
5609,274,102,1,3,1,1,1,10.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
5611,274,30,22,4,3,3,3,4.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
5624,274,117,3,1,\N,R,16,0.0,\N,\N,\N,\N,4,williams,Williams,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
5628,274,22,17,14,\N,R,20,0.0,\N,\N,\N,\N,6,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
5635,275,102,1,4,1,1,1,10.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
5637,275,117,3,1,3,3,3,4.0,\N,\N,\N,\N,11,williams,Williams,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
5644,275,22,17,12,10,10,10,0.0,\N,\N,\N,\N,69,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
5652,275,30,22,3,\N,R,18,0.0,\N,\N,\N,\N,20,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
5661,276,117,3,1,1,1,1,10.0,\N,\N,\N,\N,1,williams,Williams,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
5662,276,30,22,3,2,2,2,6.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
5672,276,102,1,4,\N,R,12,0.0,\N,\N,\N,\N,9,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
