qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
1236,81,27,18,21,18,84.576,0.0,0.0
1237,81,40,18,20,19,85.566,0.0,0.0
1238,81,33,17,18,20,0.0,0.0,0.0
1239,82,8,1,9,1,74.32,0.0,0.0
1240,82,18,16,3,2,74.759,0.0,0.0
1241,82,4,4,5,3,74.904,0.0,0.0
1242,82,21,4,6,4,74.92699999999999,0.0,0.0
1243,82,30,6,1,5,75.006,0.0,0.0
1244,82,17,3,7,6,75.07,0.0,0.0
1245,82,2,3,8,7,75.403,0.0,0.0
1246,82,11,16,4,8,75.501,0.0,0.0
1247,82,15,7,16,9,75.532,0.0,0.0
1248,82,32,9,15,10,75.635,0.0,0.0
1249,82,14,9,14,11,75.679,0.0,0.0
1250,82,23,7,17,12,75.689,0.0,0.0
1251,82,13,15,12,13,76.009,0.0,0.0
1252,82,35,15,11,14,76.012,0.0,0.0
1253,82,22,6,2,15,76.23,0.0,0.0
1254,82,27,18,21,16,77.519,0.0,0.0
1255,82,38,18,20,17,78.313,0.0,0.0
1256,82,33,17,18,18,78.599,0.0,0.0
1257,82,31,1,10,19,0.0,0.0,0.0
1258,82,39,17,19,20,0.0,0.0,0.0
1259,83,30,6,1,1,79.882,0.0,0.0
1260,83,31,1,10,2,80.779,0.0,0.0
1261,83,15,7,16,3,80.839,0.0,0.0
1262,83,8,1,9,4,80.89099999999999,0.0,0.0
1263,83,23,7,17,5,80.964,0.0,0.0
1264,83,4,4,5,6,81.14099999999999,0.0,0.0
1265,83,22,6,2,7,81.158,0.0,0.0
1266,83,18,16,3,8,81.30199999999999,0.0,0.0
1267,83,21,4,6,9,81.333,0.0,0.0
1268,83,11,16,4,10,81.787,0.0,0.0
1269,83,32,9,15,11,81.937,0.0,0.0
1270,83,2,3,8,12,82.086,0.0,0.0
1271,83,14,9,14,13,82.279,0.0,0.0
1272,83,13,15,12,14,82.565,0.0,0.0
1273,83,35,15,11,15,82.866,0.0,0.0
1274,83,17,3,7,16,83.495,0.0,0.0
1275,83,27,18,21,17,84.443,0.0,0.0
1276,83,39,17,19,18,85.057,0.0,0.0
1277,83,38,18,20,19,85.48400000000001,0.0,0.0
1278,83,33,17,18,20,0.0,0.0,0.0
1279,84,8,1,9,1,86.797,0.0,0.0
1280,84,21,4,6,2,87.039,0.0,0.0
1281,84,4,4,5,3,87.05,0.0,0.0
1282,84,31,1,10,4,87.352,0.0,0.0
1283,84,15,7,16,5,87.501,0.0,0.0
1284,84,2,3,8,6,87.929,0.0,0.0
1285,84,17,3,7,7,87.944,0.0,0.0
1286,84,13,15,12,8,88.419,0.0,0.0
1287,84,23,7,17,9,88.594,0.0,0.0
1288,84,32,9,15,10,88.963,0.0,0.0
1289,84,22,6,2,11,89.369,0.0,0.0
1290,84,14,9,14,12,89.764,0.0,0.0
1291,84,18,16,3,13,90.063,0.0,0.0
1292,84,11,16,4,14,90.175,0.0,0.0
1293,84,33,17,18,15,90.71000000000001,0.0,0.0
1294,84,27,18,21,16,92.186,0.0,0.0
1295,84,38,18,20,17,0.0,0.0,0.0
1296,84,35,15,11,18,0.0,0.0,0.0
1297,84,39,17,19,19,0.0,0.0,0.0
1298,84,30,6,1,20,0.0,0.0,0.0
1299,85,8,1,9,1,80.878,0.0,0.0
1300,85,31,1,10,2,81.054,0.0,0.0
1301,85,4,4,5,3,81.319,0.0,0.0
1302,85,18,16,3,4,81.369,0.0,0.0
1303,85,11,16,4,5,81.477,0.0,0.0
1304,85,15,7,16,6,81.64,0.0,0.0
1305,85,30,6,1,7,81.721,0.0,0.0
1306,85,22,6,2,8,81.962,0.0,0.0
1307,85,21,4,6,9,82.068,0.0,0.0
1308,85,23,7,17,10,82.26599999999999,0.0,0.0
1309,85,14,9,14,11,82.304,0.0,0.0
1310,85,35,15,11,12,82.356,0.0,0.0
1311,85,32,9,15,13,82.532,0.0,0.0
1312,85,17,3,7,14,82.56,0.0,0.0
1313,85,13,15,12,15,83.06,0.0,0.0
1314,85,42,3,8,16,83.291,0.0,0.0
1315,85,33,17,18,17,84.666,0.0,0.0
1316,85,38,18,20,18,84.904,0.0,0.0
1317,85,39,17,19,19,85.85900000000001,0.0,0.0
1318,85,27,18,21,20,86.964,0.0,0.0
1319,86,31,1,10,1,106.39099999999999,0.0,0.0
1320,86,8,1,9,2,106.44,0.0,0.0
1321,86,21,4,6,3,106.497,0.0,0.0
1322,86,15,7,16,4,106.596,0.0,0.0
1323,86,4,4,5,5,106.75999999999999,0.0,0.0
1324,86,23,7,17,6,107.40100000000001,0.0,0.0
1325,86,30,6,1,7,107.476,0.0,0.0
1326,86,13,15,12,8,107.86699999999999,0.0,0.0
1327,86,18,16,3,9,107.97800000000001,0.0,0.0
1328,86,17,3,7,10,108.071,0.0,0.0
1329,86,11,16,4,11,108.35300000000001,0.0,0.0
1330,86,14,9,14,12,108.50800000000001,0.0,0.0
1331,86,22,6,2,13,108.55,0.0,0.0
1332,86,35,15,11,14,108.88900000000001,0.0,0.0
1333,86,42,3,8,15,108.898,0.0,0.0
1334,86,32,9,15,16,108.994,0.0,0.0
1335,86,38,18,20,17,109.779,0.0,0.0
1336,86,27,18,21,18,109.842,0.0,0.0
1337,86,33,17,18,19,111.49799999999999,0.0,0.0
1338,86,39,17,19,20,111.675,0.0,0.0
1339,87,4,4,5,1,71.988,0.0,0.0
1340,87,31,1,10,2,72.145,0.0,0.0
1341,87,21,4,6,3,72.55799999999999,0.0,0.0
1342,87,18,16,3,4,72.696,0.0,0.0
1343,87,8,1,9,5,72.781,0.0,0.0
1344,87,32,9,15,6,72.889,0.0,0.0
1345,87,30,6,1,7,72.976,0.0,0.0
1346,87,15,7,16,8,73.041,0.0,0.0
1347,87,13,15,12,9,73.151,0.0,0.0
1348,87,22,6,2,10,73.18299999999999,0.0,0.0
1349,87,23,7,17,11,73.285,0.0,0.0
1350,87,35,15,11,12,73.372,0.0,0.0
1351,87,33,17,18,13,73.387,0.0,0.0
1352,87,17,3,7,14,73.538,0.0,0.0
1353,87,42,3,8,15,73.581,0.0,0.0
1354,87,14,9,14,16,73.844,0.0,0.0
1355,87,39,17,19,17,74.52,0.0,0.0
1356,87,27,18,21,18,74.763,0.0,0.0
1357,87,11,16,4,19,0.0,0.0,0.0
1358,87,38,18,20,20,0.0,0.0,0.0
1359,88,23,7,17,1,106.106,0.0,0.0
1360,88,18,16,3,2,106.14099999999999,0.0,0.0
1361,88,21,4,6,3,106.27600000000001,0.0,0.0
1362,88,32,9,15,4,106.464,0.0,0.0
1363,88,11,16,4,5,106.84100000000001,0.0,0.0
1364,88,14,9,14,6,106.892,0.0,0.0
1365,88,17,3,7,7,107.233,0.0,0.0
1366,88,35,15,11,8,107.44,0.0,0.0
1367,88,22,6,2,9,108.24799999999999,0.0,0.0
1368,88,13,15,12,10,108.27799999999999,0.0,0.0
1369,88,39,17,19,11,108.718,0.0,0.0
1370,88,42,3,8,12,108.898,0.0,0.0
1371,88,27,18,21,13,110.843,0.0,0.0
1372,88,30,6,1,14,112.676,0.0,0.0
1373,88,38,18,20,15,112.894,0.0,0.0
1374,88,4,4,5,16,114.667,0.0,0.0
1375,88,8,1,9,17,122.309,0.0,0.0
1376,88,31,1,10,18,0.0,0.0,0.0
1377,88,15,7,16,19,0.0,0.0,0.0
1378,88,33,17,18,20,0.0,0.0,0.0
1379,89,4,4,5,1,94.08,0.0,0.0
1380,89,21,4,6,2,94.40100000000001,0.0,0.0
1381,89,8,1,9,3,94.488,0.0,0.0
1382,89,18,16,3,4,94.801,0.0,0.0
1383,89,31,1,10,5,95.188,0.0,0.0
1384,89,30,6,1,6,95.301,0.0,0.0
1385,89,14,9,14,7,95.428,0.0,0.0
1386,89,22,6,2,8,95.61,0.0,0.0
1387,89,23,7,17,9,95.723,0.0,0.0
1388,89,17,3,7,10,95.739,0.0,0.0
1389,89,13,15,12,11,95.898,0.0,0.0
1390,89,15,7,16,12,96.044,0.0,0.0
1391,89,42,3,8,13,96.445,0.0,0.0
1392,89,32,9,15,14,96.47200000000001,0.0,0.0
1393,89,39,17,19,15,96.707,0.0,0.0
1394,89,35,15,11,16,96.788,0.0,0.0
1395,89,11,16,4,17,97.083,0.0,0.0
1396,89,27,18,21,18,99.10499999999999,0.0,0.0
1397,89,33,17,18,19,99.233,0.0,0.0
1398,89,38,18,20,20,99.46000000000001,0.0,0.0
1399,104,22,6,2,1,80.089,0.0,0.0
1400,104,31,3,3,2,80.62,0.0,0.0
1401,104,30,6,1,3,80.637,0.0,0.0
1402,104,4,4,8,4,80.645,0.0,0.0
1403,104,11,16,10,5,80.715,0.0,0.0
1404,104,18,16,9,6,80.786,0.0,0.0
1405,104,8,1,6,7,80.877,0.0,0.0
1406,104,42,3,4,8,80.888,0.0,0.0
1407,104,15,4,7,9,81.027,0.0,0.0
1408,104,14,1,5,10,81.049,0.0,0.0
1409,104,41,7,16,11,81.52,0.0,0.0
1410,104,17,19,14,12,81.602,0.0,0.0
1411,104,44,7,17,13,81.84100000000001,0.0,0.0
1412,104,32,19,15,14,81.989,0.0,0.0
1413,104,21,15,11,15,82.239,0.0,0.0
1414,104,13,15,12,16,82.287,0.0,0.0
1415,104,2,17,18,17,82.301,0.0,0.0
1416,104,45,17,19,18,83.239,0.0,0.0
1417,104,47,18,20,19,84.80799999999999,0.0,0.0
1418,104,46,18,21,20,84.91,0.0,0.0
1419,109,4,4,8,1,97.044,0.0,0.0
1420,109,15,4,7,2,97.217,0.0,0.0
1421,109,30,6,1,3,97.393,0.0,0.0
1422,109,14,1,5,4,97.45400000000001,0.0,0.0
1423,109,22,6,2,5,97.57900000000001,0.0,0.0
1424,109,2,15,9,6,97.76599999999999,0.0,0.0
1425,109,8,1,6,7,97.858,0.0,0.0
1426,109,31,3,3,8,97.97399999999999,0.0,0.0
1427,109,18,16,17,9,98.07300000000001,0.0,0.0
1428,109,44,7,20,10,98.094,0.0,0.0
1429,109,43,7,21,11,98.09700000000001,0.0,0.0
1430,109,35,16,16,12,98.289,0.0,0.0
1431,109,49,15,10,13,98.291,0.0,0.0
1432,109,21,17,11,14,98.416,0.0,0.0
1433,109,42,19,15,15,98.51599999999999,0.0,0.0
1434,109,17,19,14,16,98.624,0.0,0.0
1435,109,23,3,4,17,98.789,0.0,0.0
1436,109,50,18,19,18,100.417,0.0,0.0
1437,109,51,18,18,19,100.59899999999999,0.0,0.0
1438,109,52,17,12,20,100.91,0.0,0.0
1439,125,30,6,1,1,95.26599999999999,0.0,0.0
1440,125,31,3,6,2,95.497,0.0,0.0
1441,125,22,6,2,3,95.89099999999999,0.0,0.0
1442,125,23,3,3,4,96.02799999999999,0.0,0.0
1443,125,8,1,4,5,96.468,0.0,0.0
1444,125,14,1,3,6,96.477,0.0,0.0
1445,125,2,15,7,7,97.199,0.0,0.0
1446,125,18,4,15,8,97.245,0.0,0.0
1447,125,21,17,9,9,97.536,0.0,0.0
1448,125,63,7,24,10,97.694,0.0,0.0
1449,125,49,21,20,11,97.919,0.0,0.0
1450,125,15,4,14,12,97.92,0.0,0.0
1451,125,35,16,11,13,98.039,0.0,0.0
1452,125,13,15,8,14,98.057,0.0,0.0
1453,125,11,17,10,15,98.14099999999999,0.0,0.0
1454,125,59,21,21,16,98.28399999999999,0.0,0.0
1455,125,37,19,17,17,98.374,0.0,0.0
1456,125,44,16,12,18,98.39,0.0,0.0
1457,125,66,7,25,19,98.959,0.0,0.0
1458,125,56,19,16,20,99.12100000000001,0.0,0.0
1459,125,17,18,23,21,99.45400000000001,0.0,0.0
1460,125,62,18,22,22,100.158,0.0,0.0
1461,140,30,6,1,1,91.31700000000001,0.0,0.0
1462,140,22,6,2,2,91.749,0.0,0.0
1463,140,14,1,3,3,92.088,0.0,0.0
1464,140,8,1,4,4,92.197,0.0,0.0
1465,140,23,3,5,5,92.444,0.0,0.0
1466,140,31,3,6,6,92.507,0.0,0.0
1467,140,11,17,10,7,93.09,0.0,0.0
1468,140,21,17,9,8,93.27600000000001,0.0,0.0
1469,140,35,16,11,9,93.34899999999999,0.0,0.0
1470,140,18,4,15,10,93.429,0.0,0.0
1471,140,15,4,14,11,93.547,0.0,0.0
1472,140,2,15,7,12,93.553,0.0,0.0
1473,140,63,7,24,13,93.74199999999999,0.0,0.0
1474,140,56,19,16,14,93.91499999999999,0.0,0.0
1475,140,13,15,8,15,93.979,0.0,0.0
1476,140,44,16,12,16,94.19200000000001,0.0,0.0
1477,140,37,19,17,17,94.227,0.0,0.0
1478,140,66,7,25,18,95.191,0.0,0.0
1479,140,17,18,23,19,95.958,0.0,0.0
1480,140,62,18,22,20,96.267,0.0,0.0
1481,156,30,6,1,1,71.708,0.0,0.0
1482,156,23,3,5,2,71.986,0.0,0.0
1483,156,31,3,6,3,72.252,0.0,0.0
1484,156,57,1,3,4,72.309,0.0,0.0
1485,156,22,6,2,5,72.327,0.0,0.0
1486,156,2,15,16,6,72.434,0.0,0.0
1487,156,14,1,4,7,72.5,0.0,0.0
1488,156,15,17,11,8,72.605,0.0,0.0
1489,156,55,17,12,9,72.607,0.0,0.0
1490,156,18,22,8,10,72.805,0.0,0.0
1491,156,8,15,17,11,72.881,0.0,0.0
1492,156,21,22,7,12,72.94200000000001,0.0,0.0
1493,156,44,16,9,13,73.122,0.0,0.0
1494,156,56,19,18,14,73.189,0.0,0.0
1495,156,49,20,22,15,73.281,0.0,0.0
1496,156,37,19,19,16,73.679,0.0,0.0
1497,156,4,18,21,17,73.991,0.0,0.0
1498,156,35,16,10,18,74.012,0.0,0.0
1499,156,59,21,15,19,74.129,0.0,0.0
1500,156,50,21,14,20,74.138,0.0,0.0
1501,156,61,20,23,21,74.185,0.0,0.0
1502,156,62,18,20,22,75.247,0.0,0.0
1503,158,57,1,1,1,90.556,0.0,0.0
1504,158,14,1,2,2,90.91,0.0,0.0
1505,158,30,6,3,3,91.075,0.0,0.0
1506,158,22,6,4,4,91.102,0.0,0.0
1507,158,49,17,5,5,91.35900000000001,0.0,0.0
1508,158,15,17,6,6,91.504,0.0,0.0
1509,158,56,19,7,7,91.514,0.0,0.0
1510,158,35,16,22,8,91.968,0.0,0.0
1511,158,21,22,11,9,91.992,0.0,0.0
1512,158,63,15,17,10,92.018,0.0,0.0
1513,158,23,3,9,11,92.22,0.0,0.0
1514,158,37,21,18,12,92.32300000000001,0.0,0.0
1515,158,50,21,19,13,92.477,0.0,0.0
1516,158,25,22,12,14,92.775,0.0,0.0
1517,158,2,20,15,15,93.024,0.0,0.0
1518,158,41,16,23,16,93.11699999999999,0.0,0.0
1519,158,55,20,14,17,93.197,0.0,0.0
1520,158,48,18,20,18,93.261,0.0,0.0
1521,158,64,15,16,19,93.378,0.0,0.0
1522,158,65,19,8,20,93.638,0.0,0.0
1523,158,18,3,10,21,93.828,0.0,0.0
1524,158,60,18,21,22,94.705,0.0,0.0
1525,160,57,1,1,1,84.714,0.0,0.0
1526,160,30,6,3,2,84.805,0.0,0.0
1527,160,14,1,2,3,85.014,0.0,0.0
1528,160,22,6,4,4,85.871,0.0,0.0
1529,160,23,3,9,5,85.871,0.0,0.0
1530,160,49,17,5,6,85.892,0.0,0.0
1531,160,56,19,7,7,85.929,0.0,0.0
1532,160,15,17,6,8,86.002,0.0,0.0
1533,160,35,16,22,9,86.124,0.0,0.0
1534,160,64,15,16,10,86.238,0.0,0.0
1535,160,25,22,12,11,86.281,0.0,0.0
1536,160,63,15,17,12,86.336,0.0,0.0
1537,160,37,21,18,13,86.349,0.0,0.0
1538,160,41,16,23,14,86.814,0.0,0.0
1539,160,55,20,14,15,86.824,0.0,0.0
1540,160,50,21,19,16,86.845,0.0,0.0
1541,160,65,19,8,17,87.051,0.0,0.0
1542,160,18,3,10,18,87.135,0.0,0.0
1543,160,21,22,11,19,87.253,0.0,0.0
1544,160,60,18,21,20,88.161,0.0,0.0
1545,160,48,18,20,21,88.333,0.0,0.0
1546,160,2,20,15,22,88.361,0.0,0.0
1547,161,22,6,4,1,85.703,0.0,0.0
1548,161,49,17,5,2,85.706,0.0,0.0
1549,161,57,1,1,3,85.741,0.0,0.0
1550,161,14,1,2,4,86.088,0.0,0.0
1551,161,30,6,3,5,86.161,0.0,0.0
1552,161,18,3,10,6,86.733,0.0,0.0
1553,161,23,3,9,7,86.786,0.0,0.0
1554,161,50,21,19,8,86.793,0.0,0.0
1555,161,56,19,7,9,86.818,0.0,0.0
1556,161,35,16,22,10,87.025,0.0,0.0
1557,161,15,17,6,11,87.164,0.0,0.0
1558,161,21,22,11,12,87.253,0.0,0.0
1559,161,64,15,16,13,87.301,0.0,0.0
1560,161,65,19,8,14,87.461,0.0,0.0
1561,161,55,20,14,15,87.559,0.0,0.0
1562,161,41,16,23,16,87.77199999999999,0.0,0.0
1563,161,2,20,15,17,87.806,0.0,0.0
1564,161,63,15,17,18,88.11,0.0,0.0
1565,161,37,21,18,19,88.135,0.0,0.0
1566,161,25,22,12,20,88.205,0.0,0.0
1567,161,48,18,20,21,88.253,0.0,0.0
1568,161,60,18,21,22,89.174,0.0,0.0
1569,173,30,6,3,1,95.825,0.0,0.0
1570,173,57,1,1,2,95.834,0.0,0.0
1571,173,14,1,2,3,96.23599999999999,0.0,0.0
1572,173,22,6,4,4,96.33,0.0,0.0
1573,173,18,3,10,5,96.628,0.0,0.0
1574,173,23,3,9,6,96.788,0.0,0.0
1575,173,56,19,7,7,96.899,0.0,0.0
1576,173,49,17,5,8,97.243,0.0,0.0
1577,173,35,16,22,9,97.267,0.0,0.0
1578,173,65,19,8,10,97.32900000000001,0.0,0.0
1579,173,25,22,12,11,97.348,0.0,0.0
1580,173,21,22,11,12,97.479,0.0,0.0
1581,173,37,21,18,13,97.652,0.0,0.0
1582,173,50,21,19,14,97.674,0.0,0.0
1583,173,15,17,6,15,97.679,0.0,0.0
1584,173,2,20,15,16,98.14099999999999,0.0,0.0
1585,173,55,20,14,17,98.209,0.0,0.0
1586,173,41,16,23,18,98.269,0.0,0.0
1587,173,63,15,17,19,98.49000000000001,0.0,0.0
1588,173,64,15,16,20,98.576,0.0,0.0
1589,173,48,18,20,21,99.97200000000001,0.0,0.0
1590,173,60,18,21,22,100.462,0.0,0.0
1591,175,57,1,1,1,90.462,0.0,0.0
1592,175,14,1,2,2,90.946,0.0,0.0
1593,175,30,6,3,3,91.781,0.0,0.0
1594,175,22,24,16,4,92.148,0.0,0.0
1595,175,49,17,8,5,92.27600000000001,0.0,0.0
1596,175,56,6,4,6,92.289,0.0,0.0
1597,175,21,22,9,7,92.53999999999999,0.0,0.0
1598,175,23,3,6,8,92.691,0.0,0.0
1599,175,71,17,7,9,92.695,0.0,0.0
1600,175,25,22,10,10,92.789,0.0,0.0
1601,175,35,16,22,11,92.888,0.0,0.0
1602,175,15,20,19,12,92.971,0.0,0.0
1603,175,65,24,17,13,92.991,0.0,0.0
1604,175,64,15,12,14,93.374,0.0,0.0
1605,175,70,3,5,15,93.549,0.0,0.0
1606,175,55,15,11,16,93.91,0.0,0.0
1607,175,68,21,15,17,94.182,0.0,0.0
1608,175,37,21,14,18,94.244,0.0,0.0
1609,175,41,16,23,19,94.412,0.0,0.0
1610,175,44,20,18,20,95.068,0.0,0.0
1611,175,69,18,20,21,95.316,0.0,0.0
1612,175,48,18,21,22,97.013,0.0,0.0
1613,176,57,1,1,1,76.568,0.0,0.0
1614,176,14,1,2,2,76.715,0.0,0.0
1615,176,22,24,16,3,77.305,0.0,0.0
1616,176,30,6,3,4,77.578,0.0,0.0
1617,176,21,22,9,5,77.81,0.0,0.0
1618,176,56,6,4,6,77.843,0.0,0.0
1619,176,71,17,7,7,77.884,0.0,0.0
1620,176,49,17,8,8,77.902,0.0,0.0
1621,176,25,22,10,9,78.334,0.0,0.0
1622,176,65,24,17,10,78.374,0.0,0.0
1623,176,23,3,6,11,78.506,0.0,0.0
1624,176,44,20,18,12,78.636,0.0,0.0
1625,176,15,20,19,13,78.684,0.0,0.0
1626,176,55,15,11,14,78.71600000000001,0.0,0.0
1627,176,64,15,12,15,79.194,0.0,0.0
1628,176,70,3,5,16,79.452,0.0,0.0
1629,176,72,18,20,17,80.01599999999999,0.0,0.0
1630,176,37,21,14,18,80.075,0.0,0.0
1631,176,68,21,15,19,80.096,0.0,0.0
1632,176,48,18,21,20,80.71000000000001,0.0,0.0
1633,176,35,16,22,21,0.0,0.0,0.0
1634,177,57,1,1,1,86.362,0.0,0.0
1635,177,14,1,2,2,86.384,0.0,0.0
1636,177,30,6,3,3,86.538,0.0,0.0
1637,177,56,6,4,4,86.993,0.0,0.0
1638,177,35,16,22,5,87.313,0.0,0.0
1639,177,22,24,16,6,87.40899999999999,0.0,0.0
1640,177,49,17,8,7,87.613,0.0,0.0
1641,177,71,17,7,8,87.708,0.0,0.0
1642,177,23,3,6,9,87.77,0.0,0.0
1643,177,70,3,5,10,88.142,0.0,0.0
1644,177,44,20,18,11,88.205,0.0,0.0
1645,177,65,24,17,12,88.246,0.0,0.0
1646,177,55,15,11,13,88.253,0.0,0.0
1647,177,15,20,19,14,88.40299999999999,0.0,0.0
1648,177,64,15,12,15,88.599,0.0,0.0
1649,177,21,22,9,16,88.75,0.0,0.0
1650,177,25,22,10,17,88.765,0.0,0.0
1651,177,37,21,14,18,89.293,0.0,0.0
1652,177,63,16,23,19,89.451,0.0,0.0
1653,177,68,21,15,20,89.656,0.0,0.0
1654,177,48,18,21,21,90.035,0.0,0.0
1655,177,69,18,22,22,90.945,0.0,0.0
1656,191,57,1,8,1,90.01,0.0,0.0
1657,191,14,1,7,2,90.053,0.0,0.0
1658,191,30,6,3,3,90.767,0.0,0.0
1659,191,35,3,1,4,90.919,0.0,0.0
1660,191,65,15,15,5,91.384,0.0,0.0
1661,191,49,3,2,6,91.39699999999999,0.0,0.0
1662,191,21,22,5,7,91.733,0.0,0.0
1663,191,56,6,4,8,91.767,0.0,0.0
1664,191,23,17,10,9,92.392,0.0,0.0
1665,191,71,17,9,10,92.399,0.0,0.0
1666,191,25,22,6,11,92.726,0.0,0.0
1667,191,55,15,14,12,93.24000000000001,0.0,0.0
1668,191,68,25,20,13,93.291,0.0,0.0
1669,191,22,24,18,14,93.38300000000001,0.0,0.0
1670,191,15,20,12,15,93.739,0.0,0.0
1671,191,63,21,17,16,93.92699999999999,0.0,0.0
1672,191,74,18,23,17,94.646,0.0,0.0
1673,191,76,24,19,18,94.906,0.0,0.0
1674,191,73,25,20,19,95.119,0.0,0.0
1675,191,64,21,16,20,95.14,0.0,0.0
1676,191,44,20,14,21,95.215,0.0,0.0
1677,191,75,18,22,22,95.301,0.0,0.0
1678,192,57,1,8,1,77.092,0.0,0.0
1679,192,14,1,7,2,77.757,0.0,0.0
1680,192,49,3,2,3,78.10900000000001,0.0,0.0
1681,192,30,6,3,4,78.25,0.0,0.0
1682,192,25,22,6,5,78.261,0.0,0.0
1683,192,56,6,4,6,78.449,0.0,0.0
1684,192,21,22,5,7,78.652,0.0,0.0
1685,192,23,17,10,8,78.735,0.0,0.0
1686,192,44,20,14,9,78.753,0.0,0.0
1687,192,35,3,1,10,78.761,0.0,0.0
1688,192,71,17,9,11,78.988,0.0,0.0
1689,192,15,20,12,12,79.069,0.0,0.0
1690,192,22,24,18,13,79.344,0.0,0.0
1691,192,65,15,15,14,79.375,0.0,0.0
1692,192,55,15,14,15,79.449,0.0,0.0
1693,192,76,24,19,16,79.644,0.0,0.0
1694,192,68,25,21,17,80.203,0.0,0.0
1695,192,75,18,22,18,80.39,0.0,0.0
1696,192,74,18,23,19,80.459,0.0,0.0
1697,192,63,21,17,20,80.481,0.0,0.0
1698,192,73,25,20,21,80.748,0.0,0.0
1699,192,64,21,16,22,80.84700000000001,0.0,0.0
1700,193,14,1,7,1,85.852,0.0,0.0
1701,193,30,6,3,2,86.251,0.0,0.0
1702,193,57,1,8,3,86.632,0.0,0.0
1703,193,56,6,4,4,86.78,0.0,0.0
1704,193,23,17,10,5,86.827,0.0,0.0
1705,193,49,3,2,6,86.876,0.0,0.0
1706,193,35,3,1,7,86.941,0.0,0.0
1707,193,25,22,6,8,87.19800000000001,0.0,0.0
1708,193,71,17,9,9,87.483,0.0,0.0
1709,193,21,22,5,10,87.836,0.0,0.0
1710,193,55,15,14,11,87.839,0.0,0.0
1711,193,65,15,15,12,88.01599999999999,0.0,0.0
1712,193,68,25,18,13,88.811,0.0,0.0
1713,193,22,24,18,14,89.249,0.0,0.0
1714,193,44,20,11,15,89.32,0.0,0.0
1715,193,15,20,12,16,89.352,0.0,0.0
1716,193,63,21,17,17,89.617,0.0,0.0
1717,193,64,21,16,18,89.617,0.0,0.0
1718,193,75,18,22,19,90.054,0.0,0.0
1719,193,74,18,23,20,90.158,0.0,0.0
1720,193,73,25,20,21,90.437,0.0,0.0
1721,193,76,24,19,22,91.178,0.0,0.0
1722,199,57,1,8,1,83.271,0.0,0.0
1723,199,30,6,3,2,83.72,0.0,0.0
1724,199,35,3,1,3,84.102,0.0,0.0
1725,199,14,1,7,4,84.31,0.0,0.0
1726,199,56,6,4,5,84.436,0.0,0.0
1727,199,49,3,2,6,84.44200000000001,0.0,0.0
1728,199,71,17,9,7,84.542,0.0,0.0
1729,199,55,15,14,8,85.081,0.0,0.0
1730,199,65,15,15,9,85.084,0.0,0.0
1731,199,21,22,5,10,85.654,0.0,0.0
1732,199,25,22,6,11,85.76,0.0,0.0
1733,199,64,21,16,12,86.376,0.0,0.0
1734,199,63,21,17,13,86.487,0.0,0.0
1735,199,15,20,12,14,86.80799999999999,0.0,0.0
1736,199,50,24,19,15,86.94800000000001,0.0,0.0
1737,199,22,24,18,16,86.99,0.0,0.0
1738,199,68,25,21,17,87.061,0.0,0.0
1739,199,74,18,23,18,88.051,0.0,0.0
1740,199,75,18,22,19,88.123,0.0,0.0
1741,199,73,25,20,20,88.608,0.0,0.0
1742,199,23,17,9,21,0.0,0.0,0.0
1743,199,44,20,11,22,0.0,0.0,0.0
1744,200,21,22,5,1,89.598,0.0,0.0
1745,200,55,15,14,2,90.31700000000001,0.0,0.0
1746,200,57,1,8,3,90.517,0.0,0.0
1747,200,30,6,3,4,90.551,0.0,0.0
1748,200,22,24,18,5,91.005,0.0,0.0
1749,200,63,21,17,6,91.02799999999999,0.0,0.0
1750,200,49,3,2,7,91.515,0.0,0.0
1751,200,56,6,4,8,91.651,0.0,0.0
1752,200,23,17,10,9,91.917,0.0,0.0
1753,200,44,20,11,10,92.081,0.0,0.0
1754,200,35,3,1,11,92.083,0.0,0.0
1755,200,50,24,19,12,92.09899999999999,0.0,0.0
1756,200,64,21,16,13,92.206,0.0,0.0
1757,200,14,1,7,14,92.399,0.0,0.0
1758,200,71,17,9,15,92.718,0.0,0.0
1759,200,15,20,12,16,92.906,0.0,0.0
1760,200,25,22,6,17,93.185,0.0,0.0
1761,200,65,15,15,18,93.205,0.0,0.0
1762,200,74,18,23,19,93.399,0.0,0.0
1763,200,68,25,21,20,94.09,0.0,0.0
1764,200,75,18,22,21,94.536,0.0,0.0
1765,200,73,25,20,22,94.91,0.0,0.0
1766,201,57,1,8,1,101.838,0.0,0.0
1767,201,14,1,7,2,102.34700000000001,0.0,0.0
1768,201,35,3,1,3,102.36500000000001,0.0,0.0
1769,201,23,17,10,4,102.994,0.0,0.0
1770,201,71,17,9,5,103.18299999999999,0.0,0.0
1771,201,56,6,4,6,103.27000000000001,0.0,0.0
1772,201,25,22,6,7,103.34100000000001,0.0,0.0
1773,201,21,22,5,8,103.369,0.0,0.0
1774,201,30,6,3,9,103.459,0.0,0.0
1775,201,49,3,2,10,103.467,0.0,0.0
1776,201,55,15,14,11,103.663,0.0,0.0
1777,201,65,15,15,12,104.59899999999999,0.0,0.0
1778,201,22,24,16,13,104.77600000000001,0.0,0.0
1779,201,15,20,12,14,104.844,0.0,0.0
